id;date;product;platform;text;topic
525;2025-08-22;Видео-платформа;WEB;телеканалы смотреть невозможно постоянно тормозит фильмов нет от слово совсем все платное то что входит бесплатно от мтс это ничего любой интернет онлайн кинотеатр в разы лучше;0
526;2025-08-22;Видео-платформа;WEB;дорого, за такое фуфло, ничего интересного, такого г и бесплатно можно посмотреть, печалька!;0
527;2025-08-22;Видео-платформа;WEB;Где категории?!?! Жанры, аниме, комедии и ТД. ТП.!?!?;7
528;2025-08-24;Видео-платформа;WEB;подписка дорогая большая часть сериалов и фильмов уже не актуальные их видела;7
529;2025-08-24;Видео-платформа;WEB;да хз сложно даже сказать почему...;-1
530;2025-08-25;Видео-платформа;WEB;Реклама просто за...да..;2
531;2025-08-26;Видео-платформа;WEB;Брала бесплатный пробный вариант 7 дней.Пшсмотрела,что здесь есть для меня и на 5 день отписалась.А с меня сняли 599 руб.на дальнейшую подписку,хотя ее уже нет.;0
532;2025-08-26;Видео-платформа;WEB;Сложность при отключении подписки;4
533;2025-08-26;Видео-платформа;WEB;Очень неудобный поиск/каталог;3
534;2025-08-27;Видео-платформа;WEB;поиска по жанру нет;6
535;2025-08-29;Видео-платформа;WEB;Нет страны производства фильма.;1
536;2025-08-29;Видео-платформа;WEB;как пользоваться амедиатекой;3
537;2025-08-30;Видео-платформа;WEB;слишком мало фильмов отстой платить за пустоту;1
538;2025-08-30;Видео-платформа;WEB;другие подписки на канале;-1
539;2025-08-31;Видео-платформа;WEB;Не очень удобное приложение;3
540;2025-08-01;Видео-платформа;WEB;хуйня ебаная;3
541;2025-08-01;Видео-платформа;WEB;не корректная работа;3
542;2025-08-01;Видео-платформа;WEB;Нет фильтров поиска фильмов, сериалов в ПК версии сайта;1
543;2025-08-02;Видео-платформа;WEB;Списание денег после отмены подписки;0
544;2025-08-03;Видео-платформа;WEB;Невозможно поставить все галочки в ответах. Вы видимо и сами знаете свои проблемы, именно всё что здесь перечислено, и является вашими недочётами;-1
545;2025-08-05;Видео-платформа;WEB;у многих каналов нет возможности управления эфиром. Высокая стоимость подписки. Я перешёл в мтс с ростелекома. У него ценник такой же. Цена сейчас сравнялась, управление эфиром у них организовано лучше.;0
546;2025-08-05;Видео-платформа;WEB;не воспроизводится видео на ноутбуке;1
547;2025-08-01;Видео-платформа;WEB;очень мало фильмов;1
548;2025-08-01;Видео-платформа;WEB;списали 1800 не предупредив это возмутительно качество фильмов ужасное и постоянно зависает видео смотреть невозможно выброшенные деньги;0
549;2025-08-01;Видео-платформа;WEB;СМС об оплате подписки пришел ночью в 1 час 16 мин, в этот же день в 22:48 час, тоже ночь уже, телефон отключен. А потом просто отключаете доступ. Может, начнете смс присылать днем, а не в ночное время?;0
550;2025-08-02;Видео-платформа;WEB;Мало новых фильмов и сериалов;1
551;2025-08-02;Видео-платформа;WEB;Поменялось все на главной странице в худшую сторону, до этого было было все хорошо.;-1
552;2025-08-04;Видео-платформа;WEB;Вы списываете деньги без спросу после использования промокода. Вам никто не разрешал это делать. Посмотрим, вернёте ли вы эти деньги.;0
553;2025-08-05;Видео-платформа;WEB;нет перемотки на 10 секунд при просмотре ни на компе ни на телевизоре у всех есть у вас нет;0
554;2025-08-08;Видео-платформа;WEB;При подписке. Реклама на каналах типа рен тв, та реклама которая идет поверх блока рекламы на самом канале. Причем от 4 до 7 раз одна и таже с очень повышенной громкостью. Реально бесит это и по выходным;0
555;2025-08-08;Видео-платформа;WEB;- неудобные превьюшки - названия не до конца написаны в общем меню (непонятно, например, какая часть) - невидно, где канал с платной подпиской, зря перелистываешь на страницу и обратно - при возращении на прошлую страницу выбрасывает в начало списка, приходится отлистывать к тому месту, где закончила смотреть, что идет, и этот поиск усугубляется еще тем, что каналы могут сместиться в таблице (как если добавился- убавился какой-то в начале);0
556;2025-08-09;Видео-платформа;WEB;мало фильмов,не удобный поиск,приложение на телевизоре вообще не переключает выбор серии и нет настройки для качества изображения;0
557;2025-08-10;Видео-платформа;WEB;Взяли денег, посмотрел 1 серию, а теперь не дают дальше смотреть браузер не тот((;0
558;2025-08-10;Видео-платформа;WEB;достали с вашим опросом;3
559;2025-08-11;Видео-платформа;WEB;Жулики . После того как прикрутили карту к аккаунту , стригут деньги без спроса;0
560;2025-08-13;Видео-платформа;WEB;1,3,4 пункты;5
561;2025-08-14;Видео-платформа;WEB;не удобный поиск на сайте, из за этого ничего нельзя найти и перейти в нужный отдел, и поэтому всё бросаешь и идёшь смотреть в окко.;0
562;2025-08-14;Видео-платформа;WEB;Нет возможности отключения подписки,если подключалась на других приложениях.Лучше вообще не подключать,так как продление автоматически и деньги списывают тоже автоматически,причём по полной программе.Всем теперь рекомендую НЕ подключать даже по промокоду!;0
563;2025-08-15;Видео-платформа;WEB;Неудобный интерфейс. Нет фильтров в поиске;0
564;2025-08-15;Видео-платформа;WEB;я не могу смотреть фильмы в приложении КИОН на компьютере;7
565;2025-08-15;Видео-платформа;WEB;Вчера отменила подписку, специально заблаговременно, а сегодня деньги сняли без зазрения совести и как ни в чем не бывало продлили подписку, это как называется?;0
566;2025-08-15;Видео-платформа;WEB;невозможно смотреть на компьютере из яндекс браузер;1
567;2025-08-16;Видео-платформа;WEB;настройки звука сбрасываются при новом фильме;1
568;2025-08-17;Видео-платформа;WEB;пин код который надо вводить при запуске каждого фильма , на apple tv вообще не хочет нормально работать пишет смотрите на телефоне приложение.;0
569;2025-08-18;Видео-платформа;WEB;Мало новых фильмов;1
570;2025-08-19;Видео-платформа;WEB;недостаточный выбор каналов, фильмов/сериалов, нет возможности смотреть в записи;7
571;2025-08-19;Видео-платформа;WEB;Плеер плохо запоминает время на котором я остановила просмотр. А просмотренные серии не отмечаются. То есть я могла посмотреть серию сериала или целый фильм, а мне потом на главном экране предлагают продолжить просмотр, хотя я уже закончила его. Статус при этом не меняется. Это очень не удобно, потому что я не хочу каждый раз запоминать, где я остановилась. Еще периодически после просмотра у меня отключается звук. Я могу смотреть что-то, выключить приложение и ТВ, а после включения у меня звук ТВ оказывается на минимуме. После других приложений такого нет. Плюс периодически приложение зависает и вылетает прям во время просмотра.;0
572;2025-08-21;Видео-платформа;WEB;Неудобный интерфейс.;3
573;2025-08-22;Видео-платформа;WEB;нет многих фильмов и сериалов которые хотелось посмотретЬ.И ДОРОГО;7
574;2025-08-22;Видео-платформа;WEB;нет фильтров фильмов и выбора жанра;1
575;2025-08-23;Видео-платформа;WEB;нет программы телеканалов, раньше было гараздо лучше, сейчас ее просто сломали ваши разработчики;0
576;2025-08-23;Видео-платформа;WEB;как выйти из профиля;4
577;2025-08-24;Видео-платформа;WEB;всплывающая рамка (ПРОДОЛЖИТЬ ПРОСМОТР);2
578;2025-08-24;Видео-платформа;WEB;бесплатная подписка;3
579;2025-08-24;Видео-платформа;WEB;Технические проблемы при воспроизведении через браузер Сафари;3
580;2025-08-25;Видео-платформа;WEB;я купила подписку 18+ по итогу все слова запиканные, за что я заплатила деньги если филь с цензурой?;0
581;2025-08-26;Видео-платформа;WEB;Нет автоповорота экрана;6
582;2025-08-28;Видео-платформа;WEB;много рекламы;2
583;2025-08-29;Видео-платформа;WEB;Когда смотришь сериал, нельзя в текущем окне перейти на другую серию, только назад и вперед. Очень мало зарубежных фильмов, сериалов. Не удобная навигация по сериалам, фильмам. Нет возможности отсортировать по актерам, режиссерам, годом выпуска и.т.д. Контент слишком мал и беден, в основной массе русское производство кино-дешевок.;0
584;2025-08-31;Видео-платформа;WEB;Нет перемотки, очень неудобно, и каждый раз серия включается сначала;0
585;2025-08-31;Видео-платформа;WEB;Нет фильтра по странам.;6
586;2025-09-29;Видео-платформа;WEB;самый дерьмовый онлай кинотеатр. полнейшее гавнище. ничё не понятно. у меня озон премиум. где подписка то??? суёте везде свой мтс с космическими ценами;0
587;2025-09-01;Видео-платформа;WEB;работает только на ноутбуке, на телевизоре ничего не запускается;1
588;2025-09-02;Видео-платформа;WEB;часто виснет при просмотре фильма;-1
589;2025-09-04;Видео-платформа;WEB;смотреть тут нечего.все известные сериалы отсутствуют.тот же лесник;7
590;2025-09-05;Видео-платформа;WEB;Мало новинок;-1
591;2025-09-06;Видео-платформа;WEB;отсутвует топ контент;-1
592;2025-09-08;Видео-платформа;WEB;каждый раз при открытии фильма или сериала разрешения 240 на ПК и в мобильном приложении, надоело переключать качество. Далее мне не хватает функции, быстрой кнопки просмотров серий, например как громкость или настройки качество, уже в открытом сериале,, что бы переключить серию приходиться выходить на главную страницу сериала.;0
593;2025-09-09;Видео-платформа;WEB;нет перехода между сериями (приходится ждать или перематывать) нет перехода к списку серий + стоимость подписки + список фильмов/сериалов;0
594;2025-09-10;Видео-платформа;WEB;Постоянные проблемы с работой приложения на приставке с андроид 7.1. Проблемы со входом в приложение. И главное, напрягает что слишком много эротического контента: свободный секс, сатанизм в ужастиках, и другой грязи. Главная страница буквально забита этим .... Фильмы специально для КИОН это то же самое... отстой, измены и т.д. Похоже, что совсем нет этических и нравственных норм у администраторов и дизайнеров сайта. Пользуюсь пока что этим кинотеатром т.к. связь мтс. Задумываюсь уйти от этого оператора - здесь слишком много грязи. Особенно мне не нравится Нагиев как лицо мтс, которого где можно и нельзя впихивают в рекламу и фильмы... Почему бы не снимать фильмы про честность, мужество, верность, доброту ? Не похоже, что здесь на это способны...;0
595;2025-09-10;Видео-платформа;WEB;неудобно искать что посмотреть;3
596;2025-09-10;Видео-платформа;WEB;Если есть подписка, зачем еще платить за то, чтоб не было реклам??? Бред;0
597;2025-09-10;Видео-платформа;WEB;Как отказаться от подписки;4
598;2025-09-10;Видео-платформа;WEB;Одинаковая реклама повторяется по не сколько раз!;2
599;2025-09-10;Видео-платформа;WEB;исчезла подписка через час,тех.под не отвечает;4
600;2025-09-11;Видео-платформа;WEB;подписка на те каналы, что в других приложениях безплатно;-1
601;2025-09-11;Видео-платформа;WEB;Максимально непродуманный и неудобный интерфейс проигрывателя;-1
602;2025-09-11;Видео-платформа;WEB;бесит что нельзя повернуть без автоповорота;0
603;2025-09-12;Видео-платформа;WEB;херня, вместо того чтобы просто убрать тег pip=false сделали какое то кривое воспроизведение в отедьном окне, еботень полная приходится лезть в тег и убирать тег каждый раз;0
604;2025-09-13;Видео-платформа;WEB;тРЕБУЕТСЯ ОБЯЗАТЕЛЬНАЯ ПРИВЯЗКА КАРТЫ;3
605;2025-09-14;Видео-платформа;WEB;Мало контента;-1
606;2025-09-14;Видео-платформа;WEB;ВСЕ ВАРИАНТЫ;-1
607;2025-09-14;Видео-платформа;WEB;оплата подписки произведена.но не все фильмы в доступе...это перебор;-1
608;2025-09-16;Видео-платформа;WEB;оно того не стоит даже бесплатно;-1
609;2025-09-16;Видео-платформа;WEB;строка поиска бесполезна. что ни вводи - ничего не находится;0
610;2025-09-18;Видео-платформа;WEB;нет возможности смотреть пропущенные передачи;1
611;2025-09-19;Видео-платформа;WEB;Разочарован,нужный фильм-выскакивает ошибка.а не нужное само лезет.;-1
612;2025-09-19;Видео-платформа;WEB;проблемы с управлением подпиской;-1
613;2025-09-19;Видео-платформа;WEB;В эфирном ТВ зацикленная однообразная реклама;2
614;2025-09-21;Видео-платформа;WEB;Нет увеличения скорости для андроид!!!! Нужно до 3скорости чтоб было.;0
615;2025-09-21;Видео-платформа;WEB;покупаешь конкретный фильм, который хотелось бы посмотреть сразу, а кион растягивает фильм на несколько месяцев по одной серии в неделю, так что уже не помнишь, что было в предыдущей серии,это похоже на мошенничество. Также много фильмов грязных, просто набитых нецензурными грязными словами(до тошноты), но кион не предупреждает что фильм с нецензурной бранью;0
616;2025-09-21;Видео-платформа;WEB;невозможность просмотра через ноутбук;1
617;2025-09-23;Видео-платформа;WEB;долго грузится на компьюторе;2
618;2025-09-23;Видео-платформа;WEB;высокая стоимость, список доступных фильмов, проблемы с воспроизведением или запуском фильмов;-1
619;2025-09-23;Видео-платформа;WEB;нет в магазинах андроид тв;1
620;2025-09-24;Видео-платформа;WEB;Нет полноэкранного просмотра;6
621;2025-09-26;Видео-платформа;WEB;нет нормальных фильмов;1
622;2025-09-26;Видео-платформа;WEB;расширить список фильмов. чаще обновлять .;1
623;2025-09-27;Видео-платформа;WEB;Не могу отменить подписку. Нужна помощь.;4
624;2025-09-27;Видео-платформа;WEB;постоянно виснет приложение, следующая серия не грузится, постоянно выдает ошибку;0
625;2025-09-27;Видео-платформа;WEB;тормозной плеер, хуевое качество;2
626;2025-09-28;Видео-платформа;WEB;Неудобное меню, переключение между картинка в картинке, как-то всё замороченно, чтобы остановить надо мышью именно в центр тыкать, если закрыть браузер, и открыть завтра - не помнит откуда продолжать. МакОС, через Яндекс. Жесть короче.;0
627;2025-09-28;Видео-платформа;WEB;Все фильмы какие бы не захотел посмотреть, все платно;7
628;2025-09-29;Видео-платформа;WEB;Списаны деньги без моего ведома;0
629;2025-09-30;Видео-платформа;WEB;Отключила продление подписки, но с меня все равно списывали еще несколько месяцев деньги. Было бы время свободное, пошла бы в суд. А так просто буду предупреждать друзей о том, как Кион поступает;0
630;2025-09-30;Видео-платформа;WEB;Списали деньги за продление подписки даже не предупредив об этом заранее.;0
631;2025-09-29;Видео-платформа;WEB;Оплатила подписку на 2 года, сейчас подписка недоступна. Почему?;0
632;2025-09-02;Видео-платформа;WEB;не удобный интерфейс/ хочется во вкладки меню(сверху слева) попадать в перечень жанров и прочее.;0
633;2025-09-03;Видео-платформа;WEB;мало фильмов и сериалов нет новинок как у других тормозит вылетает нет старых фильмов и сериалов в поисковике сырое приложение и тд;0
634;2025-09-03;Видео-платформа;WEB;задолбало упоминание опроса;-1
635;2025-09-04;Видео-платформа;WEB;нет фильмов;1
636;2025-09-05;Видео-платформа;WEB;нет субтитров для глухих и слабослышащих ВООБЩЕ ни в одном фильме/сериале, платформа Кинопоиск вас уделывает в этом плане по всем фронтам))));0
637;2025-09-06;Видео-платформа;WEB;ПОИСКОВИК ПОДВОДИТ;3
638;2025-09-06;Видео-платформа;WEB;отсутсвует доступ к фильмам, или только одна серия;1
639;2025-09-06;Видео-платформа;WEB;Видео постоянно тормозит и долго грузится;2
640;2025-09-06;Видео-платформа;WEB;не хватает доступных фильмов;1
641;2025-09-06;Видео-платформа;WEB;Водяной огромный значок на почти каждом фильме. Например кинокульт . Очень заметный и портит сильно впечатление;0
642;2025-09-09;Видео-платформа;WEB;При просмотре фильма нажав на весь экран воспроизводит узкой полоской. При повороте тефона экран остаеться на месте. Смотреть в узкой полоске очень не удобно.;0
643;2025-09-09;Видео-платформа;WEB;столько платишь за связь МТС еще и за кион, вообще обнаглели;0
644;2025-09-10;Видео-платформа;WEB;после оплаты не пришел промокод;4
645;2025-09-10;Видео-платформа;WEB;Отключила подписку, а деньги списались. Обратилась в поддержку: сказали, что подписок нет подключённых. Потом оператор сказал, что вернут деньги, но подписка каким-то образом не отключилась. Может быть, технический сбой, а может стратегия получения денег, если клиент не заметит. Если второе, то это не способствует желанию пользоваться KION дальше.;0
646;2025-09-12;Видео-платформа;WEB;кион говно и мтс тоже;-1
647;2025-09-12;Видео-платформа;WEB;Тормозит, выбор у конкурентов лучше..... А вообще, какая разница, все равно скоро всех отключат((((;0
648;2025-09-13;Видео-платформа;WEB;На ОЗОНе баллы накопились, а так я у вас в первй раз.)));4
649;2025-09-14;Видео-платформа;WEB;НЕКОРЕКТНАЯ РАБОТА И ОПРЕДЕЛЕНИЕ МЕСТОПОЛОЖЕНИЯ;3
650;2025-09-14;Видео-платформа;WEB;Тупой криворукий поиск по сайту. Не возможно отфильтровать по жанру - сртане съемки. На главной всегда высвечиваются популярные говносериалы и фильмы, а вот найти что-то интересное по жанру не представляется возможным. Или я просто тупой и не разобрался как это сделать.;0
651;2025-09-15;Видео-платформа;WEB;не запускается выдаёт ошибку другого браузера просит запустить , запускаешь в другом тоже самое.,давно не пользовалась, оформила подписку тоже самое, полное разочарование;0
652;2025-09-15;Видео-платформа;WEB;я отключила подписку, была уверена в этом,что даже не проверяла и естественно не заходила на платформу.А оказалось, что все лето у меня списывалось по 200 руб, а сегодня списалось 399 руб.Это воровство вообще то;0
653;2025-09-16;Видео-платформа;WEB;Не занимаюсь рекомендациями подписок;-1
654;2025-09-16;Видео-платформа;WEB;ужасная навигация, ужасное управление избранным, невозможно из избранного запускать любимые каналы, перегруженность информацией на странице воспроизведения видео, всё намешено в кучу;0
655;2025-09-17;Видео-платформа;WEB;Меня терзают смутные сомнения;2
656;2025-09-17;Видео-платформа;WEB;Служба помощи работает отвратительно. Переписку веду третий день помощи нет! Долго не отвечают. Ждёшь час. Приходит ответ как будто ответили сразу. Вообщем не приятно;0
657;2025-09-17;Видео-платформа;WEB;Нет полноэкранного режима когда смотришь на телефоне;-1
658;2025-09-17;Видео-платформа;WEB;Списывают деньги при отключённой подписке;0
659;2025-09-18;Видео-платформа;WEB;НЕ ДАЕТЕ ОТКЛЮЧИТ ПОДПИСКУ. это противозаконно . прошу отменить подписку на моем номере!!!!!!!!;4
660;2025-09-18;Видео-платформа;WEB;постоянная ошибка не включает приложение;-1
661;2025-09-18;Видео-платформа;WEB;Включение на максимальной громкости.Низкое качество воспроизведения.;-1
662;2025-09-20;Видео-платформа;WEB;ну как бы сходу: 1. набор (многое отсутствует как и в других сервисах в принципе) 2. нет проигрывания картинка в картинке!!! 3. авто-промотки вступлений нет, приходится вставать с дивана нажимать пропустить;0
663;2025-09-20;Видео-платформа;WEB;Невозможно отменить подписку, безрезультатно пытаюсь это сделать не первый день. Служба поддержки не отвечает, кнопки отмены в личном кабинете не работают. Что делать? Писать об этом во всех соцсетях? Надеюсь на обратную связь.;0
664;2025-09-21;Видео-платформа;WEB;Нельзя выбрать серию;4
665;2025-09-21;Видео-платформа;WEB;После перехода на страницу фильма обратно вернуться можно только в начало каталога. То есть почитал про фильм, будь добр потом снова искать места, откуда на него перешел;0
666;2025-09-21;Видео-платформа;WEB;не работает в браузере сафари;3
667;2025-09-22;Видео-платформа;WEB;виснет тормозит;3
668;2025-09-23;Видео-платформа;WEB;Чтобы отвязать карту он перебрасывает на другой сайт, вы сделали максимально не удобный сайт в управление подпиской;0
669;2025-09-23;Видео-платформа;WEB;не удобная навигация;3
670;2025-09-23;Видео-платформа;WEB;Отключение матч-премьер;4
671;2025-09-23;Видео-платформа;WEB;сделали покупку без моего ведома;0
672;2025-09-25;Видео-платформа;WEB;есть кинопоиск, фильмы одинаковые;1
673;2025-09-25;Видео-платформа;WEB;оформил подписку для просмотра кхл ,а посмотреть на компьютере не могу!!за чем мне такая подписка....;0
674;2025-09-26;Видео-платформа;WEB;Пропал сериал, который я смотрела, написала в поддержку, 40 минут игнорирования. В итоге разобралась сама;0
675;2025-09-27;Видео-платформа;WEB;Вы незаконно взяли данные моей карты и оформили подписку;0
676;2025-09-27;Видео-платформа;WEB;нету на смарт тв и мало сериалов;1
677;2025-09-27;Видео-платформа;WEB;ЕСЛИ БЕРЕТЕ деньги за подписку какой нахер контент и запрет;0
678;2025-09-29;Видео-платформа;WEB;Не возможно отключить подписку;4
